season,game_id,team,X1PP,X2PP,X3PP,AST,OREB,TO,MOV
2019,7ef331cc-cdc3-4c02-b4d7-3f0258a64d7a,POR,0.727272727,0.488372093,0.452380952,20,5,14,6
2019,340b95f9-b44a-47df-b91d-c9f2f810c164,SA,0.823529412,0.529411765,0.172413793,25,8,6,-12
2019,03f0ead0-3e93-42eb-a26b-03220829140c,SA,0.9,0.540983607,0.40625,28,9,22,18
2018,e653b8e1-5af3-4ebc-96e4-58f17884e75a,BKN,0.909090909,0.6875,0.4,34,10,13,17
2018,a24b7831-5d4b-4a28-8b62-ff68e82f14d5,PHI,0.68,0.581818182,0.515151515,39,13,19,17
2017,1bbba59f-2b2f-45f1-bbea-f74a2afb1dc1,IND,0.78125,0.647058824,0.264705882,29,14,14,9
2018,3ea2cedf-30a1-456e-ab93-c2ff20baa85a,GS,0.772727273,0.542372881,0.357142857,31,8,18,-23
2018,326451f4-94f5-495e-be0e-3211e3a57f60,MIN,0.8,0.492537313,0.25,22,12,15,2
2019,6a0d7cbf-4c54-4c47-b529-b488ddc660e1,SAC,0.722222222,0.522727273,0.487179487,22,3,10,4
2017,dc03882b-3f5d-4428-a2f0-784c2c7bf4c1,POR,0.818181818,0.444444444,0.347826087,17,12,10,-4
2018,78209f4d-4666-4ab2-888d-e89b42c2447f,MLW,0.769230769,0.466666667,0.411764706,24,10,15,14
2017,97e6f4d7-a67b-4d58-955d-01a6704aba5d,CHI,0.8125,0.520833333,0.28125,23,9,14,-11
2017,0f660f4a-2202-4437-8e36-283bc9ab0cc5,MEM,0.75,0.64,0.484848485,36,8,12,13
2019,ffe952d1-c10d-431c-85c5-91c0d5079afd,OKC,0.676470588,0.529411765,0.341463415,20,7,15,12
2019,b4aa790a-2732-479c-8d38-dac62a4c75a1,SA,0.833333333,0.442622951,0.419354839,22,14,8,-6
2019,c866d068-19a9-40e6-9705-72fe3c0dfc3c,UTA,0.733333333,0.480769231,0.513513514,23,15,15,10
2018,05424bee-ba02-4e38-8470-f0cdf4f8e61d,SA,0.9,0.586206897,0.481481481,32,8,12,18
2018,51dc9fe2-bc55-4c6d-bece-2ee6a3b9e500,WAS,0.619047619,0.58,0.428571429,27,8,14,18
2019,cadf4fad-cdd5-4e1c-9c5f-5f851dada56e,ORL,0.785714286,0.465517241,0.25,28,10,9,-16
2017,ddccb783-ced4-4a15-a961-6b2fa6053fe5,CHI,0.766666667,0.561403509,0.346153846,22,5,11,1
2018,f2a3d02c-0111-429c-9501-32beb5aac489,ATL,0.894736842,0.523809524,0.315789474,29,16,14,-8
2018,2199391d-f2fb-484e-9e83-a8ae2d5f022a,BOS,0.846153846,0.459459459,0.436363636,30,8,12,4
2019,d3914a4a-acb0-4601-9e11-3c31a47a5c93,WAS,0.869565217,0.492753623,0.363636364,18,8,18,-13
2018,dd3b4687-4d4a-4be6-a26e-1803b4173923,HOU,0.565217391,0.396226415,0.23255814,18,20,11,-19
2018,294ed8bc-d9f6-4278-ac43-d935ae93cbf9,ATL,0.785714286,0.603448276,0.377777778,35,15,11,21
2017,003854c9-101e-4401-9b9c-99f722140d1e,ORL,0.692307692,0.695652174,0.433333333,28,2,13,13
2017,220ed7c5-c307-4bec-8b44-ec696e45a506,PHO,0.75,0.50877193,0.285714286,24,8,13,-17
2019,acf07be0-857d-466c-ba6a-9bce2ec9f0c7,DEN,0.730769231,0.537313433,0.15,22,19,15,-16
2017,6df340d6-c1a1-4436-a940-665493c595f0,UTA,0.815789474,0.54,0.25,21,8,15,6
2019,1c8cda58-0574-4b80-9ec0-cafcc13ab917,UTA,0.75,0.5,0.456521739,28,11,12,-8
2018,80d788f4-58f9-4832-91d2-1f2f02409e92,ATL,0.8,0.465517241,0.315789474,19,18,24,-19
2018,0c65253f-afd8-41f1-8c0e-1e85673b6ba2,OKC,0.709677419,0.53030303,0.37037037,26,9,12,6
2017,025296ca-067f-49b9-a135-dc58171ac872,POR,0.75,0.423728814,0.307692308,17,15,12,-2
2018,687719c0-6a9a-4294-93ef-3e1e19e3c56c,BOS,0.8125,0.525423729,0.2,23,11,8,-19
2018,9d3c04c7-51c8-4992-aeff-cdef72b551c6,CHI,0.95,0.424242424,0.25,23,11,17,-7
2017,3aa3875d-1a34-4849-993a-d41aed51f473,CLE,0.793103448,0.543859649,0.333333333,24,8,15,5
2017,2f4358ed-3d44-47e4-9b2a-5a82dcca5ba1,BKN,0.954545455,0.4,0.355932203,30,18,15,-10
2017,95a35dbf-f5d1-4aaf-8e28-fdf85578e014,MIA,0.75,0.490909091,0.333333333,19,11,15,1
2019,3615bde1-d67a-48e3-9c24-79cc1edb7298,OKC,0.785714286,0.515625,0.222222222,18,18,11,5
2019,81d6087a-8732-4267-a3c0-755133b97345,PHO,0.947368421,0.530612245,0.452380952,29,15,12,10
2019,3401f3e7-7add-4669-91dd-2878a6312096,SAC,0.684210526,0.480769231,0.285714286,20,11,15,-18
2019,34a06890-1fe4-43d1-a54a-fb5cbdea99b6,GS,0.833333333,0.446153846,0.260869565,20,11,8,-33
2017,3ab5557a-ebe1-493c-9092-4feb50045047,HOU,0.689655172,0.488372093,0.368421053,22,8,10,1
2017,db183f0b-ae71-497f-b4fe-774047743e11,GS,0.916666667,0.381818182,0.34375,20,13,14,17
2017,66b6d959-3226-42f3-9884-6b65a78a4495,LAK,0.785714286,0.507692308,0.461538462,30,11,14,20
2017,58db1251-de36-4027-b845-a0e110cc76eb,CHI,0.75,0.421052632,0.261904762,23,16,17,-6
2019,a48a1714-6169-404e-87fa-ae5e9e5f6be1,MIN,0.666666667,0.509803922,0.590909091,39,9,12,27
2019,cc62c95b-3758-4838-8a01-f07d5d5dafc7,ORL,0.833333333,0.490566038,0.416666667,27,7,10,-7
2019,b98c966c-3c0b-4936-b4a1-b7f04e2008eb,DAL,0.9375,0.436363636,0.512820513,26,10,9,23
2019,9bdd67b5-44d5-4b98-b043-425b5c164fae,DEN,0.740740741,0.5625,0.310344828,28,10,10,9
2017,55e95b17-9080-44fc-8376-2bf73a5444aa,WAS,0.782608696,0.419354839,0.36,18,9,12,-6
2017,8cdd4b20-6842-4481-af85-8953355486ee,WAS,0.714285714,0.561403509,0.4,29,10,16,10
2018,df36d5fc-07a9-4523-bd3f-8dde4b384c5c,ORL,0.846153846,0.673076923,0.40625,35,7,15,14
2018,24d7121d-75ad-441b-97f1-70852c76352c,CHA,0.9375,0.639344262,0.4375,30,11,10,29
2019,3eada1aa-dd7f-40d2-98c5-b0e21e4d3dd4,MLW,0.730769231,0.413793103,0.272727273,20,13,11,-9
2017,c77ec66a-4f72-403b-ba2b-a57bf7652cc6,MIN,0.85,0.590163934,0.476190476,29,8,9,23
2018,ec238111-38d8-4cab-a599-3166f2acb418,BKN,0.838709677,0.622641509,0.35483871,34,9,9,7
2018,e878d763-cefd-4550-8315-9967ccf926c2,DAL,0.666666667,0.422222222,0.175,17,13,10,-30
2018,9d7cda1e-466a-49c1-b443-7b8ab11b3df6,CLE,0.947368421,0.446153846,0.277777778,18,13,13,-19
2019,3e3622a1-b831-470d-9b31-566f56fc6185,PHI,0.692307692,0.456140351,0.40625,30,10,10,5
2017,5fc2dd86-5f2b-45c8-9a5e-e2d8a00ddfce,GS,1,0.563636364,0.5,26,2,18,-9
2019,98424dbf-9b66-44f8-8226-78692e1e6a32,TOR,0.636363636,0.54,0.323529412,27,8,10,5
2018,79057667-b637-4198-bb50-cdf40975cea3,NY,0.814814815,0.436619718,0.310344828,27,14,12,-15
2019,b5be4199-8712-4fc2-a75c-e0f56100d7dc,CHA,0.611111111,0.564516129,0.179487179,26,17,15,-2
2017,0ef34e1d-46b5-4549-844b-0c3b865205e8,ATL,0.818181818,0.62745098,0.416666667,29,6,15,5
2017,965713f8-54f2-41fe-a9be-1c52c0382a38,DAL,0.833333333,0.446153846,0.375,17,8,6,6
2018,453ab880-1142-40b0-9705-a0372164f377,ATL,0.6875,0.490196078,0.357142857,33,9,18,8
2017,a882fa04-0a9e-4f1e-978c-cfb48f5237d0,TOR,0.818181818,0.534482759,0.424242424,25,6,12,4
2018,76e39419-2f0b-4470-906e-88ac4cd1feaa,CLE,0.777777778,0.436363636,0.363636364,22,10,17,-35
2017,80a48390-87bb-4fef-a754-9d8cd1f2084e,ATL,0.863636364,0.547619048,0.475,32,5,15,-7
2017,4d15bf80-18ce-460c-87c3-99b0e1463b04,ORL,0.818181818,0.595744681,0.32,19,5,14,7
2018,1c8c3403-fa3f-407a-b5a2-f81c83ab31a5,UTA,0.6875,0.425925926,0.357142857,24,15,16,18
2018,936b6a71-d745-4370-b15e-9a5cabc3c5d8,NY,0.666666667,0.423728814,0.285714286,16,13,9,-8
2019,976f669b-ca21-4f85-9d2e-11264257a0eb,BOS,0.833333333,0.462962963,0.413043478,32,14,15,-3
2017,ba483b7e-b431-42e4-a073-2c9be4e82797,MEM,0.818181818,0.413793103,0.228571429,17,11,7,-5
2017,c35ea8fc-0c7d-47d1-9744-879f648c5637,NO,0.727272727,0.576923077,0.36,26,2,15,-11
2018,2c5081ee-d5b9-438f-a1ec-d89774d77fc1,OKC,0.666666667,0.5,0.333333333,24,11,14,5
2018,45bbf808-49b8-475d-a9d1-16a3f7e62ac6,MIA,0.72,0.564516129,0.310344828,28,11,16,6
2017,96489f5f-1bcd-4b35-ba4e-758b6256551f,ORL,0.652173913,0.442307692,0.275862069,13,11,16,-40
2017,bd75cb95-fe9a-4c80-85de-d273cc6fa132,NY,0.727272727,0.493670886,0.409090909,25,15,14,4
2018,24c2947b-4e7d-4781-998d-188f2846bbb8,DAL,0.711111111,0.5,0.352941176,21,8,19,10
2019,64f0ce39-7283-4084-af41-f8cc77a47f14,MEM,0.736842105,0.574468085,0.379310345,24,7,20,-5
2019,ed4dcc9f-ed51-40e9-9aec-04200cee4395,OKC,0.882352941,0.557377049,0.290322581,23,5,7,-15
2019,837b0c71-6142-402a-b71a-e58950e0bd63,MIN,0.823529412,0.596491228,0.323529412,25,13,10,15
2018,0ce938e8-6e2a-40a5-b53c-5c572de8bf5a,CHI,0.736842105,0.527272727,0.444444444,27,9,8,-5
2019,8eca2b2f-71fa-4eac-ad91-9bb9cea10413,UTA,0.88,0.625,0.279069767,25,7,21,-8
2019,83070c2a-0df7-496f-9a11-ce9e6369d3ec,HOU,0.894736842,0.461538462,0.346938776,18,11,12,2
2019,12f25ee1-02cb-4b44-9e84-449856e51b57,MEM,0.681818182,0.541666667,0.260869565,26,15,12,7
2017,b5d91810-2129-4650-983e-c8105b5b09af,WAS,0.785714286,0.648148148,0.291666667,22,11,23,19
2017,7a093e6c-772e-478e-8376-df6844e85276,NO,0.8,0.451612903,0.153846154,17,10,19,-26
2019,2c36aa95-fe2a-4fab-a0b5-b1420e9981cd,DET,0.791666667,0.432835821,0.34375,27,5,9,-7
2017,a4228fb8-a459-4e10-978a-03693b3b5061,MIN,0.884615385,0.506666667,0.19047619,20,16,5,14
2018,b1a10dcb-a5e7-4ef7-a116-09a4f589e70d,DEN,0.933333333,0.527777778,0.36,28,16,11,32
2018,72280541-a810-45b8-9504-2e35f26fbf46,ATL,0.777777778,0.528301887,0.472222222,33,11,19,-8
2019,999d0c07-ca97-481d-8727-6c883a7d7d08,ORL,0.583333333,0.5,0.2,22,11,9,-8
2017,75f46c3e-a727-4f38-9ee2-0b61fce30c56,UTA,0.678571429,0.607142857,0.37037037,27,10,9,22
2017,93849f8b-26e0-471d-af62-85b6add8b6b9,GS,0.818181818,0.6,0.47826087,30,5,17,13
2018,d25883f4-5529-4714-840b-d8723ba281c0,IND,0.538461538,0.649122807,0.384615385,29,13,20,28
2017,6f9bf98d-b885-4fa6-8e7d-2e955154fe0f,CLE,0.851851852,0.571428571,0.394736842,24,12,13,7
2019,a101a45f-b3ee-4e02-b92e-16bc524c6d55,ATL,0.533333333,0.62962963,0.3,22,9,18,4
2018,78275b8d-bf64-412c-870c-f1598e046e96,CLE,0.884615385,0.436363636,0.382352941,22,13,7,-13
2019,37d56efd-8d25-4116-9349-a6d76a21e19e,MLW,0.71875,0.526315789,0.41025641,22,8,13,7
2019,79c591a6-d221-44dd-ad0e-fc53e17ef75a,OKC,0.636363636,0.466666667,0.217391304,14,7,18,-12
2019,49fb904b-0a81-4fa1-af2a-cf8d1f5d8b2d,WAS,0.8125,0.476190476,0.407407407,25,13,11,6
2017,30f3ed93-06dd-4437-a8ae-493513dba1f9,CLE,0.764705882,0.508196721,0.290322581,20,15,13,-8
2018,f8a766c0-a9f9-42d4-8048-7d97dfa546bc,LAC,0.888888889,0.450704225,0.347826087,26,8,11,5
2017,63f14a12-dee9-4a33-b8e8-9517ac70d7b8,CHI,0.75,0.62,0.379310345,25,9,20,9
2018,3eac0f29-1424-4ebf-a2e7-fcba6967fd23,MIA,0.695652174,0.421052632,0.3125,22,11,12,7
2018,963256b5-c679-4a95-94c6-387c14ae294a,LAK,0.642857143,0.610169492,0.285714286,28,9,19,-15
2017,c7e4805e-b222-40e1-9383-16596278896f,GS,0.722222222,0.4,0.461538462,21,9,11,-5
2017,651ef51d-54f7-4803-8b88-45bf3701acce,UTA,0.769230769,0.471698113,0.28125,26,9,11,7
2017,b2b334b9-80ac-4637-964f-4d2a40270a75,ORL,0.909090909,0.533333333,0.3125,17,10,20,-17
2019,9a216ed1-2196-4f7c-867a-63c263f7e9ce,POR,1,0.546875,0.466666667,23,10,9,17
2017,bb1b85f9-ffb3-42e9-b213-543d90a72877,MIN,0.956521739,0.557377049,0.260869565,22,9,8,-18
2017,32f8b064-cfcd-434f-83c2-e59da8e11650,IND,0.666666667,0.5,0.35483871,18,11,13,-5
2017,1a6a9b81-d767-4a69-b4e9-ef08ac2c487c,HOU,0.736842105,0.613636364,0.409090909,29,8,4,18
2018,8c36881c-8eb1-403d-aa0a-12fbfcec4f6d,MIN,0.666666667,0.62295082,0.48,19,7,15,3
2017,39dcfe86-fa5a-4f17-bb35-6045a641b630,MLW,0.689655172,0.62,0.272727273,24,9,11,-6
2018,f15770df-8dfa-4abe-975e-3c6c068aaaba,HOU,0.88,0.403508772,0.365853659,21,16,13,-20
2018,5737738a-3dfa-4809-a2fe-b6c8ffc67d9a,SA,0.733333333,0.521126761,0.413793103,24,8,4,7
2019,a9ddf708-4c93-4dfe-875d-a346a30ccea3,MIA,0.863636364,0.625,0.305555556,28,3,12,-7
2019,89f07f9b-f81a-44fa-8283-349a5a2601be,CHA,0.827586207,0.423728814,0.35483871,22,13,11,-15
2017,c2042ca4-1d88-45aa-861f-f2471798b87f,MIN,0.625,0.573529412,0.37037037,33,16,12,10
2017,331adc88-8c61-4ee4-8876-5b48fdeb0889,MIA,0.8,0.490566038,0.3125,18,13,13,-15
2019,e03b8925-cd0d-4ffc-84df-08c2e65826a0,POR,0.8,0.457627119,0.371428571,19,12,14,7
2018,a6cb37dd-3380-41f6-9a86-87ded69e9430,MLW,0.666666667,0.744186047,0.227272727,30,7,14,-2
2019,86fe50fd-870a-45b9-8c0f-530b40b4b863,TOR,0.75862069,0.477272727,0.25,22,7,14,-18
2017,0a3b0e49-2c9d-4c53-9f49-ba25cacfd3bf,UTA,0.769230769,0.636363636,0.371428571,25,12,15,40
2019,ae60792c-5bea-4c95-a90b-4a14022c2e4f,OKC,0.9,0.551724138,0.346153846,25,8,11,-7
2018,7e3b767c-d364-459c-88fd-fc77e1a39b26,BOS,0.9,0.533333333,0.325,29,16,17,8
2018,a49f3b5d-b581-4a0a-bd36-470ade620399,GS,0.833333333,0.563636364,0.305555556,24,18,12,6
2018,8cf8efa1-10be-46f7-881e-8d8396b009f5,MLW,0.647058824,0.58,0.418604651,28,11,16,19
2019,6f2a3276-2f85-4d68-a911-f63dc5d487f1,PHO,0.789473684,0.563636364,0.4,31,12,9,16
2019,416cc78c-dd6a-4278-b846-21184c3ef85e,UTA,0.944444444,0.565217391,0.558823529,32,9,22,14
2017,dad59ea6-dd1a-444b-94dc-2c086696c7a7,SAC,0.642857143,0.578125,0.476190476,26,10,17,11
2017,ea8a24a0-ac4e-4372-9d7c-23fff7d17b9e,DEN,0.782608696,0.543859649,0.347826087,27,9,23,-5
2019,00097c83-f15e-458c-82f5-5f9f60346791,MLW,0.6,0.653846154,0.454545455,41,7,7,41
2019,11d81ae2-eaf9-473e-8cbb-35d6655508ac,GS,0.84,0.363636364,0.407407407,23,10,15,-8
2019,962a3edd-b3f1-42c8-b0ed-7fe192b5dda8,OKC,0.705882353,0.571428571,0.404761905,31,5,15,-2
2017,939a1cfc-2884-4c0c-91e9-88ebd8bb5c79,OKC,0.727272727,0.576271186,0.352941176,18,12,19,-10
2019,404ba82e-ba82-427b-8d68-b13291674b36,ORL,0.888888889,0.533333333,0.333333333,34,9,12,4
2018,4499092e-267f-4327-b64d-b4842dfd41fe,MEM,0.826086957,0.561403509,0.25,20,15,14,5
2018,b0d3575a-cb7d-413e-bc88-61002966f98d,ATL,0.842105263,0.440677966,0.363636364,22,12,13,8
2018,582ee6ed-0266-4868-8851-8f4d70a69daa,POR,0.9,0.489795918,0.423076923,16,12,21,7
2017,f85df16a-8c1d-4a78-86fa-2e2966b1b0a6,CHI,0.72,0.519230769,0.413793103,23,10,8,23
2019,775b384b-ce5a-45a0-a19d-4e503395e661,IND,0.833333333,0.485294118,0.380952381,26,10,15,-9
2018,f003783f-7b17-4e1b-bbef-8d56c745404f,CLE,0.875,0.492063492,0.272727273,21,15,12,-7
2018,e84cdb9b-10b3-403b-8883-3ca1db3f5d05,IND,0.685714286,0.491803279,0.4375,28,13,11,15
2017,c23aeb33-82e0-48e6-a432-6482d065bbae,HOU,0.68,0.720930233,0.377777778,30,4,9,7
2018,ea052880-297e-4554-87cb-23ec66b7b7cb,DEN,0.862068966,0.5,0.28125,25,10,16,-8
2017,12f292d8-c483-4aac-8158-cfe8051efcef,TOR,0.571428571,0.446428571,0.444444444,24,13,14,-11
2018,b1d47c86-b2a7-4206-abae-2796c100f07c,HOU,0.78125,0.448979592,0.378378378,12,8,9,6
2018,87b8864b-32d2-45f2-ad48-010eb59ef048,MIN,0.866666667,0.405797101,0.482758621,26,20,14,4
2017,c7229365-35f0-40f5-a36e-42bc0013fdcf,HOU,0.696969697,0.636363636,0.288888889,15,2,9,7
2017,e03ca7a4-5c32-4044-8c5a-bb9178d5c73b,BKN,0.75,0.625,0.4,27,9,22,3
2017,c4316b7a-667d-4c7a-b1f7-58b1524f706a,MLW,0.909090909,0.519230769,0.392857143,26,8,9,12
2017,4da103d1-20d8-4a22-af96-ea899d9462f9,ATL,0.8,0.472727273,0.5,24,5,14,-3
2017,338a7569-4313-4657-b619-6d0b61f8ad8c,LAK,0.708333333,0.589285714,0.130434783,20,9,21,-9
2019,11bb2a74-9023-499f-941e-0d34cf39dbeb,LAC,0.714285714,0.607142857,0.394736842,29,14,11,25
2017,a2d78de1-a29b-410f-a18c-ed827a711e62,BOS,0.952380952,0.409090909,0.483870968,24,11,8,-10
2019,e5f969ad-4fb2-4ca8-8bba-82eacef4a256,PHI,0.8125,0.56,0.424242424,28,13,13,18
2017,7dadf92e-2325-429f-9cab-2ffa2914bf74,LAC,0.833333333,0.596491228,0.37037037,18,7,10,3
2017,3722192d-b5aa-40ad-9935-bd050c458add,DAL,0.7,0.520833333,0.386363636,27,8,7,6
2017,c4e842b4-b311-42f9-9b0f-21980437f24b,MIN,0.733333333,0.573770492,0.413793103,27,7,6,3
2017,529fe917-c28d-41ac-9b3d-1250e4c06031,TOR,0.884615385,0.448275862,0.333333333,18,7,17,16
2017,3a55a021-bb57-4998-b8fc-fca714861c67,HOU,0.684210526,0.511627907,0.377777778,24,6,10,12
2017,38b9ca04-f67c-4de3-92dd-aa72201124a0,DEN,0.862068966,0.435483871,0.413793103,28,16,15,7
2019,2bc22a98-b556-4c12-a139-998211b982ab,LAK,0.833333333,0.565217391,0.45,31,13,19,26
2018,862d443e-3a19-4f9a-a621-4be22c49f414,MLW,0.869565217,0.603448276,0.193548387,17,6,11,9
2017,9207902c-f8ea-42d2-9697-6c6e03dd9286,GS,0.714285714,0.558139535,0.432432432,31,9,14,-4
2019,bf05f84d-4850-46f8-bdcb-9c3f2dbbe395,GS,0.870967742,0.44,0.444444444,36,10,18,-3
2018,393f5ef6-a98a-4fc8-b401-a1ac661aa460,WAS,0.863636364,0.589285714,0.28125,22,9,9,-17
2019,fabefac3-4fd6-41c1-9ea6-5e1159613e07,GS,0.764705882,0.5,0.461538462,28,9,13,-20
2017,4cd0b12d-4d68-49dc-bc19-ff14643dede0,LAC,0.790697674,0.484848485,0.3125,21,12,14,3
2018,eb09f403-15c3-40be-8382-53b1b53cecc5,MLW,0.833333333,0.416666667,0.171428571,18,12,10,-20
2017,d71e96be-a0a7-433b-8276-1c986e2b43f1,HOU,0.666666667,0.477272727,0.405405405,20,8,14,9
2018,021e5593-ed2e-41c2-ae76-cdddbb77a54c,DEN,0.882352941,0.538461538,0.321428571,33,12,11,25
2017,b623c988-9764-4ba3-8842-96a561582d6a,UTA,0.565217391,0.69047619,0.382352941,29,11,22,31
2019,df767506-2dc5-4800-b7fb-9389cb6e8ae3,TOR,0.827586207,0.591836735,0.482758621,28,2,14,4
2018,163d5a32-d256-464b-a824-db641e99a8db,GS,0.730769231,0.673913043,0.361111111,28,7,12,2
2018,67013ff4-97a4-467f-81d8-ed3858a851ba,PHO,0.642857143,0.612903226,0.379310345,29,12,13,-4
2017,18322668-cc3f-491c-97b7-05171c654c23,PHO,1,0.541666667,0.517241379,24,2,19,-5
2018,deb8fc6c-0ea5-481d-9b19-f472b82ca61d,GS,0.85,0.5,0.466666667,31,12,21,17
2018,6ed40a20-181e-428b-8b90-d8272ad3d5bd,UTA,0.705882353,0.52,0.258064516,25,10,17,-33
2018,ff843f7b-9d74-4633-b798-33c947bbdd9d,PHI,0.740740741,0.519230769,0.25,17,17,16,-12
2018,d4b7fdfe-58c7-4737-b337-2faf07fcdb80,MIA,0.588235294,0.5,0.230769231,22,20,9,2
2018,31bb297a-6c9c-48aa-a8f4-771774500fd0,CHI,0.617647059,0.593220339,0.314285714,25,12,9,-25
2019,ad3004e3-8b7d-4ae8-983a-be136ec32d67,DAL,0.708333333,0.5625,0.279069767,23,12,12,-3
2017,81dbb906-de15-44be-955b-c96dfd941588,MEM,0.526315789,0.532258065,0.333333333,27,10,9,-18
2017,07eb6f0d-e994-49b5-bc91-34b673a605cd,TOR,0.904761905,0.457627119,0.475,21,17,6,25
2019,1f4edae9-79ea-4cbe-b428-2f3865edf639,OKC,0.8,0.471698113,0.363636364,21,7,9,8
2018,4e9de069-a5dd-4fc7-97c9-e0fd34b24e52,MEM,0.777777778,0.518518519,0.2,17,9,15,-23
2018,cf2da761-0cf0-4f5c-b61b-4ea2d888f91c,SAC,0.8,0.576923077,0.340909091,33,7,13,-5
2018,710e4e28-9b8d-4440-8599-89dea71e65ef,BOS,0.85,0.462686567,0.341463415,21,13,9,7
2018,84c43546-0bc8-4dac-8432-d8dc020f5dd4,SAC,0.608695652,0.517241379,0.378378378,25,14,18,4
2017,04249ef3-b256-41ea-9629-ca105db8e94a,TOR,0.909090909,0.673076923,0.346153846,29,3,12,23
2018,0717ba63-59bc-4aae-9a66-2513270fd55f,CHA,0.736842105,0.448275862,0.1875,23,12,14,-38
2017,bab1ac6c-8aef-4f6d-97f0-d99f1c4aa1a7,IND,0.80952381,0.537313433,0.347826087,26,10,17,6
2019,04ea83ea-2db7-4391-a235-65ea9595b26f,BKN,0.714285714,0.433962264,0.59375,26,10,20,7
2017,849e29da-d46a-4f42-8721-3bdef7edeca7,CHI,0.866666667,0.5,0.24137931,26,11,9,-6
2018,6642653a-4ba7-4d03-a9aa-1c75fc7534cf,LAK,0.75,0.52173913,0.304347826,26,14,21,-16
2019,4f7af9cb-005d-4a08-ad00-c1e517ad86ab,LAC,0.772727273,0.535211268,0.233333333,20,14,13,-26
2017,1083473c-a6f2-4497-8276-8afab5cf9144,ATL,0.705882353,0.466666667,0.222222222,21,8,11,-19
2019,643302ef-e674-4720-bb5b-73caee59bb61,DAL,0.777777778,0.603174603,0.540540541,31,10,5,42
2019,1c9d723d-b6a8-4453-9c38-2dd718f31c25,CHI,0.785714286,0.547619048,0.216216216,23,8,19,-17
2017,e83ab8dc-3a99-4fca-8ad9-d880b5b54d24,PHO,0.833333333,0.472972973,0.1,12,15,16,-24
2018,9584846a-0be1-416e-be1a-551063cb92cc,DET,0.75,0.433333333,0.305555556,21,15,9,-16
2018,346c6671-5354-4129-9d9d-6beeee7714c6,CHI,0.652173913,0.569230769,0.294117647,20,8,16,-8
2019,e72fa550-b359-4de3-930b-60cde5b070ea,POR,0.8,0.480769231,0.538461538,20,11,12,-8
2018,69099efa-ec69-4023-8a42-afb5ca2529ca,MIN,0.65,0.553846154,0.5,34,10,15,17
2019,1451d1dd-5ea5-4e6a-9e08-f70e2dfac1ff,IND,0.727272727,0.549019608,0.394736842,32,12,19,17
2017,54082039-a303-46c1-afef-59e08f1819c7,CHA,0.714285714,0.617021277,0.428571429,28,6,14,15
2019,45473563-6ab9-48bf-9529-0ea49fc66651,BKN,0.615384615,0.5,0.322580645,21,18,19,-10
2019,8590a1db-1473-4200-b632-82a55a8ae487,IND,0.72,0.553571429,0.461538462,32,9,9,-8
2018,cf65dc54-1344-48df-846a-d1ddeac587e5,WAS,0.888888889,0.573333333,0.361111111,40,17,22,3
2019,e1238adc-a0c3-4793-8b26-cb03a8be6991,MLW,0.8,0.549019608,0.342105263,30,10,11,10
2017,a0f4d4a3-1b28-43d7-a60b-660880e1245a,ATL,0.894736842,0.538461538,0.363636364,20,6,12,-16
2018,b218ee30-9e43-44aa-89f7-6e3bb369491c,MIA,0.708333333,0.510204082,0.483870968,25,10,14,4
2019,228d6ea2-c5a4-4600-bdfb-e996ecb1242a,HOU,0.666666667,0.527272727,0.255813953,20,14,12,2
2019,c951c037-ba65-4dbb-9fc0-c470c0818f0b,MIA,0.833333333,0.509433962,0.368421053,27,10,6,3
2017,bcbc860d-399e-44ac-ad03-9b9e9a44e66e,ATL,0.769230769,0.5,0.392857143,21,8,18,-5
2019,d3f74eb5-2aa5-4954-b760-8a6848112e1d,PHI,0.9,0.568965517,0.4,27,9,11,17
2018,5ae62bb2-d344-483a-ba7f-bf5b0ca1319e,PHO,0.789473684,0.555555556,0.4,31,9,19,4
2018,68258cea-c454-4bc0-9795-e7392dfec6ad,NO,0.6875,0.6,0.212765957,27,13,15,-17
2018,4f373692-a1ac-41bc-8558-f2929ad1159b,GS,0.888888889,0.462962963,0.387096774,23,6,10,17
2018,17158fd8-7f70-45aa-83c4-d27b32ecfc28,MIA,0.6,0.576923077,0.258064516,24,9,6,-4
2017,bb0fb5eb-2519-4dc2-9eb9-bbce33adbafa,SA,0.739130435,0.428571429,0.291666667,19,14,16,-20
2019,f5bf7ae6-6692-4436-90cd-2ad526d14aa7,DAL,0.875,0.571428571,0.386363636,24,10,12,-4
2019,7e82cd71-fb66-4476-b2ff-51bf6620684d,NY,0.724137931,0.507692308,0.130434783,19,14,20,-18
2019,111f8d27-0612-4e44-8d83-23c293d93211,IND,0.782608696,0.492307692,0.32,21,13,11,6
2019,e700d010-5c91-430d-b0a3-02aa1e210bfa,GS,0.76,0.565217391,0.269230769,34,14,15,-8
2017,d5613e99-bcc6-4ed8-aba4-83f0e7639f73,UTA,0.785714286,0.604166667,0.310344828,22,7,18,9
2018,7d86a997-72db-4fee-b81f-b3406955e4da,OKC,0.5,0.52173913,0.4375,33,14,14,6
2019,b4f9d088-fb9e-46e9-b79a-dea75208bedc,NY,0.771428571,0.48,0.347826087,17,19,7,18
2018,fb305329-2386-4b28-9caf-b940da062089,GS,0.777777778,0.58490566,0.318181818,24,8,20,4
